364	50.71	51.72	47.91	45.01	56.47	55.17	51.04	39.42
365	50.61	51.76	47.84	44.98	56.29	55.45	50.85	39.47
366	50.52	51.96	47.82	44.94	56.18	55.90	50.69	39.51
367	50.44	52.29	47.87	44.91	56.16	56.45	50.57	39.56
368	50.39	52.70	47.97	44.88	56.22	57.03	50.50	39.60
369	50.37	53.15	48.12	44.86	56.34	57.60	50.47	39.64
370	50.39	53.63	48.30	44.85	56.51	58.16	50.49	39.67
371	50.43	54.11	48.50	44.86	56.71	58.67	50.55	39.71
372	50.49	54.59	48.74	44.87	56.94	59.16	50.64	39.74
373	50.58	55.06	48.97	44.91	57.19	59.61	50.77	39.78
374	50.69	55.50	49.22	44.95	57.45	60.04	50.92	39.81
375	50.81	55.93	49.46	45.00	57.72	60.44	51.10	39.84
376	50.95	56.34	49.71	45.06	58.00	60.82	51.30	39.87
377	51.10	56.72	49.96	45.14	58.30	61.18	51.52	39.89
378	51.25	57.10	50.21	45.22	58.57	61.50	51.74	39.92
379	51.41	57.45	50.45	45.31	58.86	61.82	51.98	39.94
380	51.58	57.78	50.69	45.40	59.14	62.12	52.23	39.97
381	51.75	58.09	50.92	45.50	59.42	62.42	52.48	40.00
382	51.92	58.39	51.15	45.60	59.70	62.69	52.74	40.03
383	52.08	58.68	51.37	45.71	59.97	62.96	53.00	40.05
384	52.26	58.91	51.58	45.82	60.25	63.11	53.27	40.08
385	52.43	59.00	51.75	45.93	60.49	63.03	53.54	40.12
386	52.61	58.93	51.85	46.04	60.69	62.76	53.77	40.15
387	52.76	58.73	51.89	46.16	60.81	62.39	53.98	40.18
388	52.89	58.44	51.88	46.26	60.86	61.94	54.15	40.21
389	52.99	58.09	51.81	46.36	60.85	61.47	54.28	40.25
390	53.07	57.70	51.71	46.44	60.79	61.00	54.36	40.29
391	53.11	57.30	51.58	46.51	60.68	60.53	54.39	40.32
392	53.14	56.90	51.43	46.57	60.54	60.09	54.38	40.36
393	53.13	56.50	51.26	46.61	60.38	59.68	54.33	40.41
394	53.11	56.11	51.09	46.64	60.19	59.29	54.24	40.45
395	53.06	55.74	50.91	46.66	59.98	58.92	54.14	40.49
396	53.01	55.39	50.73	46.67	59.77	58.57	54.01	40.53
397	52.94	55.06	50.55	46.67	59.55	58.25	53.86	40.58
398	52.86	54.74	50.37	46.66	59.32	57.94	53.69	40.63
399	52.77	54.44	50.20	46.64	59.10	57.65	53.52	40.67
400	52.68	54.16	50.03	46.62	58.86	57.38	53.33	40.72
401	52.58	53.90	49.87	46.60	58.63	57.12	53.13	40.76
402	52.48	53.65	49.71	46.57	58.40	56.87	52.93	40.81
